_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,question3__left_side,question3__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,survey,tip1,tip2,tip3
808352961,10/20/2015 21:05:54,true,1776787741,true,10/20/2015 21:00:15,false,neodev,0.5,32770154,MEX,16,Uruapan,189.199.229.199,4,1,2,1,2,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/20/2015 22:31:59,true,1776900622,,10/20/2015 22:19:20,false,neodev,1.0,30312688,VEN,"","",190.206.35.176,2,1,2,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 01:22:31,true,1777019762,true,10/21/2015 01:16:08,false,clixsense,1.0,22423108,CAN,ON,Toronto,184.144.67.189,3,3,1,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 03:43:55,true,1777108126,,10/21/2015 03:38:36,false,neodev,0.75,33859798,VEN,25,Caracas,200.8.215.78,2,2,1,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 05:09:06,true,1777150721,true,10/21/2015 05:03:31,false,clixsense,1.0,12492179,DEU,16,Berlin,178.8.95.193,,1,,1,,1,Right,3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 06:53:19,true,1777199680,true,10/21/2015 06:41:42,false,neodev,1.0,33526914,VEN,25,Caracas,200.84.42.221,1,2,2,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 09:21:39,true,1777303684,true,10/21/2015 09:18:17,false,hiving,0.8,33128931,ITA,16,Fucecchio,79.51.16.172,3,2,3,2,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 09:26:55,true,1777305934,,10/21/2015 09:21:04,false,neodev,0.8,33841817,BRA,28,Aracaju,189.71.189.232,3,2,1,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 14:10:40,true,1777516507,true,10/21/2015 14:02:16,false,clixsense,1.0,31220201,ITA,07,Guidonia,80.117.207.214,4,5,3,3,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 19:15:45,true,1777771730,true,10/21/2015 19:00:57,false,neodev,0.5,33598804,VEN,"","",186.91.213.85,3,3,1,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 20:56:41,true,1777854139,true,10/21/2015 20:46:25,false,neodev,1.0,34413776,VEN,"","",190.73.114.28,3,,1,,1,,left,3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/21/2015 21:05:04,true,1777860206,true,10/21/2015 21:01:01,false,gifthunterclub,0.875,32333519,VEN,"","",190.73.185.48,3,2,3,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 03:41:40,true,1778100762,true,10/22/2015 03:32:59,false,neodev,0.75,34166949,VEN,25,Caracas,186.166.23.159,2,1,3,2,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 04:56:24,true,1778136672,true,10/22/2015 04:50:59,false,neodev,1.0,34718990,BRA,06,Fortaleza,179.180.100.125,4,1,4,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 13:44:36,true,1778498852,true,10/22/2015 13:38:29,false,neodev,1.0,33228776,USA,WV,Charleston,173.80.113.52,1,1,1,1,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 14:52:47,true,1778539650,,10/22/2015 14:49:28,false,clixsense,1.0,19432037,ITA,12,Turin,151.32.52.51,2,2,2,2,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 15:28:56,true,1778561725,true,10/22/2015 15:26:41,false,hiving,1.0,33202785,ESP,51,Málaga,149.91.117.195,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/22/2015 23:40:37,true,1778950209,true,10/22/2015 23:35:46,false,clixsense,1.0,32086946,VEN,"","",186.95.237.207,,3,,3,,2,Right,3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/23/2015 07:12:39,true,1779266957,true,10/23/2015 07:00:06,false,neodev,1.0,32693835,IND,13,Kannur,117.216.67.11,3,2,3,2,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808352961,10/23/2015 11:09:33,true,1779428465,true,10/23/2015 11:05:55,false,clixsense,1.0,32223995,PHL,D9,Makati,180.190.66.140,3,3,3,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3","1
2",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2","1
2",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"1
2","1
2","left
Right",Debris Condition,Pavement Condition,Landscape Condition,,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
