_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2__right_side,question3,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2__right_side_gold,orig_question3,question3_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799364713,10/22/2015 15:03:20,false,1778545659,,10/22/2015 14:58:03,false,neodev,0.7857,33384589,VEN,25,Caracas,161.196.171.28,3,0,1,4,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364714,10/22/2015 23:44:49,false,1778952482,,10/22/2015 23:41:45,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364715,10/23/2015 14:49:36,false,1779603027,,10/23/2015 14:43:10,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.249.127,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364715,10/23/2015 20:13:26,false,1779845988,,10/23/2015 20:08:47,false,neodev,0.8333,31935141,VEN,"","",200.11.192.182,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364715,10/24/2015 13:58:41,false,1780461345,,10/24/2015 13:56:08,false,neodev,0.8,18460251,GRC,35,Athens,79.166.96.109,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364715,10/25/2015 08:16:17,false,1781364135,,10/25/2015 08:13:07,false,clixsense,0.8333,24296157,HRV,21,Zagreb,89.164.179.201,2,0,1,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364716,10/22/2015 16:59:46,false,1778626682,,10/22/2015 16:54:43,false,clixsense,0.8,24373944,PHL,"","",112.198.98.64,3,0,,1,left,12,https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364716,10/22/2015 17:03:36,false,1778630305,,10/22/2015 17:00:23,false,neodev,0.8333,31935141,VEN,"","",200.11.192.182,2,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364717,10/25/2015 14:28:00,false,1781555525,,10/25/2015 14:24:54,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.125,4,0,0,4,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364718,10/24/2015 15:21:51,false,1780577249,,10/24/2015 15:18:54,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,0,,2,left,12,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364719,10/25/2015 13:58:16,false,1781544868,,10/25/2015 13:50:57,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.51.28,2,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364720,10/25/2015 13:50:56,false,1781542203,,10/25/2015 13:48:13,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.51.28,3,0,0,4,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__271__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364721,10/20/2015 14:24:27,false,1776000081,,10/20/2015 14:21:03,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.243.48,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364721,10/21/2015 12:40:06,false,1777398766,,10/21/2015 12:37:46,false,clixsense,0.9,9509334,BIH,01,Sarajevo,77.238.213.156,2,,2,2,Right,12,https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364722,10/21/2015 02:33:54,false,1777066823,,10/21/2015 02:23:25,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.61.94,3,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364722,10/21/2015 05:13:23,false,1777152785,,10/21/2015 05:10:56,false,clixsense,0.7,21665495,CAN,"","",24.105.69.70,2,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364722,10/21/2015 08:10:44,false,1777239166,,10/21/2015 08:07:44,false,clixsense,0.9,9509334,BIH,01,Sarajevo,77.238.213.156,2,2,,0,left,12,https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364723,10/23/2015 06:40:14,false,1779248201,,10/23/2015 06:39:01,false,clixsense,0.7,21665495,CAN,"","",24.105.69.70,2,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Joao_da_Mata__490_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364724,10/25/2015 13:50:56,false,1781542221,,10/25/2015 13:48:13,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.51.28,2,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364725,10/25/2015 14:28:00,false,1781555524,,10/25/2015 14:24:54,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.125,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364726,10/23/2015 05:00:53,false,1779174031,,10/23/2015 04:58:14,false,clixsense,0.9,9509334,BIH,01,Sarajevo,188.127.122.115,3,0,1,0,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364727,10/24/2015 15:18:53,false,1780572563,,10/24/2015 15:14:24,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Joao_da_Mata__490_270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364728,10/22/2015 23:44:49,false,1778952479,,10/22/2015 23:41:45,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,3,0,0,3,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364729,10/24/2015 15:33:51,false,1780595576,,10/24/2015 15:30:53,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364730,10/23/2015 14:56:08,false,1779606481,,10/23/2015 14:53:32,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.244.200,2,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364730,10/24/2015 15:27:49,false,1780586235,,10/24/2015 15:24:38,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364731,10/23/2015 05:00:53,false,1779174024,,10/23/2015 04:58:14,false,clixsense,0.9,9509334,BIH,01,Sarajevo,188.127.122.115,4,0,1,0,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364732,10/25/2015 13:46:39,false,1781540564,,10/25/2015 13:43:09,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.51.28,3,0,0,4,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364733,10/23/2015 14:53:11,false,1779604936,,10/23/2015 14:49:39,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.244.200,2,0,0,3,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364733,10/24/2015 15:24:36,false,1780581429,,10/24/2015 15:21:53,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364734,10/25/2015 13:46:39,false,1781540563,,10/25/2015 13:43:09,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.51.28,4,0,0,3,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364735,10/23/2015 15:00:08,false,1779608485,,10/23/2015 14:56:10,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.244.200,1,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364735,10/24/2015 15:30:50,false,1780591050,,10/24/2015 15:27:51,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,1,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__270.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364736,10/21/2015 12:42:51,false,1777402467,,10/21/2015 12:40:44,false,clixsense,0.9,9509334,BIH,01,Sarajevo,77.238.213.156,3,0,0,0,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
799364737,10/22/2015 23:58:20,false,1778959334,,10/22/2015 23:56:03,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,3,0,0,3,"left
Right",12,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,,Count the number of accent colors used on both sides of the street,,,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
