_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,question3__left_side,question3__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
804335967,10/28/2015 17:59:13,false,1784394210,,10/28/2015 17:56:08,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335968,10/21/2015 22:16:08,false,1777910810,,10/21/2015 22:13:17,false,clixsense,0.8333,33065655,MEX,09,Mexico,201.123.85.67,4,4,2,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335969,10/21/2015 22:16:08,false,1777910798,,10/21/2015 22:13:17,false,clixsense,0.8333,33065655,MEX,09,Mexico,201.123.85.67,3,2,2,2,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335970,10/21/2015 22:13:16,false,1777908520,,10/21/2015 22:08:53,false,clixsense,0.8333,33065655,MEX,09,Mexico,201.123.85.67,,1,,2,,1,Right,3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335972,10/23/2015 12:44:40,false,1779486550,,10/23/2015 12:37:47,false,clixsense,0.7778,8941631,BRA,21,Rio De Janeiro,179.210.11.135,1,1,2,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335973,10/23/2015 12:37:46,false,1779472075,,10/23/2015 12:29:27,false,clixsense,0.7778,8941631,BRA,21,Rio De Janeiro,179.210.11.135,1,3,1,3,1,3,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335973,10/24/2015 16:27:36,false,1780675791,,10/24/2015 16:25:32,false,gifthunterclub,0.8889,32455358,VEN,"","",190.73.185.48,1,3,1,3,2,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335973,10/25/2015 04:06:58,false,1781301486,,10/25/2015 04:01:20,false,neodev,0.8333,18768786,ARG,01,Necochea,181.168.19.181,1,2,1,2,1,3,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335974,10/20/2015 13:48:03,false,1775961959,,10/20/2015 13:45:27,false,clixsense,0.8333,7165158,IND,28,Kolkata,182.66.15.11,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335974,10/21/2015 09:21:39,false,1777303674,,10/21/2015 09:18:17,false,hiving,0.8,33128931,ITA,16,Fucecchio,79.51.16.172,4,4,4,3,4,4,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335975,10/26/2015 14:37:04,false,1782438169,,10/26/2015 14:35:35,false,gifthunterclub,0.8889,32455358,VEN,"","",190.73.185.48,4,4,4,4,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335976,10/28/2015 20:06:28,false,1784480280,,10/28/2015 20:03:50,false,neodev,0.875,32515422,VEN,"","",201.209.183.249,3,,4,,3,,left,3,https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335977,10/28/2015 17:59:13,false,1784394212,,10/28/2015 17:56:08,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335978,10/28/2015 17:56:07,false,1784392135,,10/28/2015 17:53:10,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335979,10/27/2015 15:10:43,false,1783491618,,10/27/2015 15:06:11,false,neodev,0.8,34004473,ESP,"","",47.61.236.215,4,2,4,2,4,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335980,10/27/2015 16:23:44,false,1783523459,,10/27/2015 16:21:54,false,neodev,0.8,34817474,BRA,23,Parobé,187.54.153.118,3,3,3,3,3,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_270.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335981,10/26/2015 14:24:14,false,1782428891,,10/26/2015 14:19:41,false,clixsense,0.7778,8941631,BRA,21,Rio De Janeiro,179.210.11.135,4,3,3,4,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335982,10/26/2015 14:34:20,false,1782436396,,10/26/2015 14:32:26,false,gifthunterclub,0.8889,32455358,VEN,"","",190.73.185.48,4,4,4,4,3,3,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335983,10/27/2015 16:09:04,false,1783516680,,10/27/2015 16:06:51,false,neodev,0.8,34817474,BRA,23,Parobé,187.54.153.118,2,2,3,3,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335984,10/21/2015 22:16:08,false,1777910802,,10/21/2015 22:13:17,false,clixsense,0.8333,33065655,MEX,09,Mexico,201.123.85.67,1,1,1,1,1,1,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
804335985,10/28/2015 20:10:46,false,1784483617,,10/28/2015 20:08:55,false,neodev,0.875,32515422,VEN,"","",201.209.183.249,2,3,2,3,2,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,,,Rate the pavement condition on a 1–5 scale on each side of the street,,,Rate the condition of landscape elements on a 1-5 scale on each side of the street,,,,Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
