_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2_right_side,question3__left_side,question3_right_side,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2_right_side_gold,question3,question3__left_side_gold,question3_right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799093025,10/20/2015 19:42:02,false,1776614453,,10/20/2015 19:39:18,false,neodev,0.8,32884854,HUN,15,Pécs,92.249.213.154,Yes,3,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093026,10/22/2015 16:58:24,false,1778625098,,10/22/2015 16:56:17,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,No,,6,,0,Right,8,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093027,10/20/2015 19:17:10,false,1776567786,,10/20/2015 19:13:30,false,neodev,0.8,33119802,VEN,"","",190.199.221.3,No,2,3,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093027,10/20/2015 20:31:51,false,1776709389,,10/20/2015 20:28:09,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.94,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093028,10/22/2015 19:39:13,false,1778768747,,10/22/2015 19:35:33,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.90,No,3,1,1,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093029,10/22/2015 17:23:35,false,1778654092,,10/22/2015 17:19:58,false,neodev,0.8,31935141,VEN,"","",200.11.192.182,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093030,10/22/2015 20:02:53,false,1778785737,,10/22/2015 19:41:14,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.91,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__306_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093031,10/23/2015 06:34:03,false,1779244544,,10/23/2015 06:30:28,false,clixsense,0.7778,34548583,VEN,"","",186.88.179.181,No,1,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093032,10/23/2015 06:34:03,false,1779244540,,10/23/2015 06:30:28,false,clixsense,0.7778,34548583,VEN,"","",186.88.179.181,No,,3,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093033,10/22/2015 00:03:35,false,1777982855,,10/22/2015 00:00:46,false,neodev,0.6667,25185311,USA,PA,Kutztown,72.92.64.55,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093033,10/22/2015 06:12:35,false,1778174617,,10/22/2015 06:11:07,false,clixsense,0.7,7604015,ROU,"","",46.97.2.198,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093033,10/22/2015 08:11:00,false,1778232214,,10/22/2015 08:07:10,false,neodev,0.8333,34864941,OMN,06,Muscat,188.135.8.75,No,0,1,1,3,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093033,10/22/2015 10:40:55,false,1778339622,,10/22/2015 10:37:53,false,neodev,0.625,11042210,ESP,58,A Coruña,79.150.72.220,Yes,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093033,10/22/2015 12:51:56,false,1778422129,,10/22/2015 12:49:43,false,clixsense,0.8,22544468,RUS,04,Barnaul,109.171.4.5,Yes,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093034,10/22/2015 17:13:57,false,1778642473,,10/22/2015 17:10:55,false,neodev,0.8,31935141,VEN,"","",200.11.192.182,No,1,2,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093035,10/22/2015 00:03:35,false,1777982853,,10/22/2015 00:00:46,false,neodev,0.6667,25185311,USA,PA,Kutztown,72.92.64.55,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093035,10/22/2015 06:12:35,false,1778174618,,10/22/2015 06:11:07,false,clixsense,0.7,7604015,ROU,"","",46.97.2.198,No,1,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093035,10/22/2015 08:11:00,false,1778232213,,10/22/2015 08:07:10,false,neodev,0.8333,34864941,OMN,06,Muscat,188.135.8.75,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093035,10/22/2015 10:40:55,false,1778339620,,10/22/2015 10:37:53,false,neodev,0.625,11042210,ESP,58,A Coruña,79.150.72.220,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093035,10/22/2015 12:51:56,false,1778422132,,10/22/2015 12:49:43,false,clixsense,0.8,22544468,RUS,04,Barnaul,109.171.4.5,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__388__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093036,10/22/2015 16:48:45,false,1778615126,,10/22/2015 16:46:11,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,No,2,3,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093037,10/23/2015 12:01:44,false,1779449016,,10/23/2015 11:59:25,false,clixsense,0.8,22544468,RUS,04,Barnaul,109.171.4.5,Yes,2,1,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093038,10/23/2015 06:36:31,false,1779246080,,10/23/2015 06:34:06,false,clixsense,0.7778,34548583,VEN,"","",186.88.179.181,No,2,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/21/2015 20:14:41,false,1777808716,,10/21/2015 20:10:54,false,neodev,0.6,34089903,VEN,"","",190.206.252.201,No,,0,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/21/2015 21:07:47,false,1777862450,,10/21/2015 21:04:59,false,neodev,0.8,32884854,HUN,15,Pécs,92.249.213.154,No,,0,,2,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/21/2015 21:23:54,false,1777872848,,10/21/2015 21:19:44,false,gifthunterclub,0.8,32333519,VEN,"","",190.73.185.48,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/21/2015 23:59:57,false,1777981071,,10/21/2015 23:55:56,false,neodev,0.6667,25185311,USA,PA,Kutztown,72.92.64.55,No,,0,,0,Right,8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/22/2015 06:10:50,false,1778173745,,10/22/2015 06:08:52,false,clixsense,0.7,7604015,ROU,"","",46.97.2.198,No,0,1,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093039,10/22/2015 11:15:18,false,1778354343,,10/22/2015 11:13:23,false,neodev,0.6,11001032,GRC,"","",5.55.146.33,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093040,10/22/2015 19:39:13,false,1778768745,,10/22/2015 19:35:33,false,clixsense,0.6,27975625,PHL,D9,Pasig City,121.54.44.90,No,1,3,0,0,"left
Right",8,https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
799093041,10/20/2015 13:23:41,false,1775931357,,10/20/2015 13:21:16,false,clixsense,0.8,22544468,RUS,04,Barnaul,109.171.4.5,No,0,0,0,0,"left
Right",8,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__270.jpg,Is there graffiti in any part of the image?,,Count street trees on each side of the street and on the median strip (if one is present),,,Count visible street-level small planters within 10 feet (3.04 meters) of the sidewalk edge on each side of the street,,,,Grafiti,Street Trees,Small Planters,,"If a median strip exists, consider the number of trees on it on each side counter","Small planters: any potted arrangement of trees, shrubs, or flowers that are smaller than 10 square feet at their base. The planter should be within 10 feet of the sidewalk edge and appear to be permanent (not small enough to be able to be brought inside at the end of the day) but not inground|Count the planter even if the plants are dead because there is the intention of a planter|If the plant is behind a fence, but you can see the planter, it is less than 10 feet from the sidewalk edge, and it is not within an enclosed park or garden, you may count it"
