_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,question3__left_side,question3__right_side,seeside,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811096750,11/12/2015 18:23:32,false,1799080615,,11/12/2015 18:21:43,false,neodev,1.0,31355178,UKR,18,Kremenchug,46.39.65.222,1,0.05,0.05,0.05,"left
Right",7,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096751,11/12/2015 18:24:19,false,1799081172,,11/12/2015 18:22:38,false,clixsense,1.0,17222221,MKD,A4,Sveti Nikole,77.29.60.189,0,0,0,0,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096752,11/12/2015 18:21:26,false,1799078717,,11/12/2015 18:17:15,false,neodev,0.75,33119802,VEN,"","",186.94.120.47,2,0.5,0.4,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096752,11/13/2015 06:43:51,false,1799747683,,11/13/2015 06:30:11,false,elite,0.75,30487799,IDN,04,Jakarta,202.62.17.9,0,0.2,0.2,0.2,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096752,11/13/2015 09:38:28,false,1799963304,,11/13/2015 09:32:25,false,hiving,0.8333,33048733,ITA,09,Guidizzolo,77.43.46.117,1,0.4,0.3,0.3,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096752,11/13/2015 10:10:07,false,1799991582,,11/13/2015 09:49:33,false,clixsense,0.8333,12771826,PRT,20,Viana Do Castelo,188.81.251.169,1,0.3,0.3,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096752,11/13/2015 11:52:00,false,1800076976,,11/13/2015 11:43:58,false,neodev,0.8333,31305123,GRC,01,Alexandroúpoli,2.85.136.147,1,0.5,0.5,0.3,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096753,11/12/2015 18:21:27,false,1799078749,,11/12/2015 18:19:14,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,1,0.3,0.5,0.3,"left
Right",7,https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096754,11/12/2015 14:16:40,false,1798900084,,11/12/2015 14:13:38,false,cf_internal,0.7692,34864111,BRA,17,João Pessoa,179.236.17.203,0,0.5,0.4,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096755,11/12/2015 18:27:07,false,1799083900,,11/12/2015 18:20:48,false,clixsense,1.0,34309395,TUR,34,Istanbul,85.102.238.131,1,0.4,0.3,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096756,11/12/2015 18:25:09,false,1799081981,,11/12/2015 18:20:49,false,neodev,1.0,32074320,TUR,53,Rize,78.162.120.24,2,0.05,0.05,0.001,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096757,11/12/2015 18:20:24,false,1799078016,,11/12/2015 18:17:46,false,tremorgames,1.0,25197223,HRV,12,Rijeka,89.201.185.133,2,1,1,,left,7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096758,11/12/2015 18:21:41,false,1799078898,,11/12/2015 18:17:41,false,neodev,1.0,31355178,UKR,18,Kremenchug,46.39.65.222,2,0.05,0.05,0.05,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096759,11/12/2015 18:20:24,false,1799078013,,11/12/2015 18:17:46,false,tremorgames,1.0,25197223,HRV,12,Rijeka,89.201.185.133,3,1,1,,left,7,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096760,11/12/2015 18:22:34,false,1799079587,,11/12/2015 18:20:42,false,neodev,1.0,33017118,ESP,51,Málaga,83.54.24.88,1,1,,1,Right,7,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096761,11/12/2015 18:23:26,false,1799080558,,11/12/2015 18:21:28,false,neodev,0.75,33119802,VEN,"","",186.94.120.47,1,0.3,0.2,0.1,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096761,11/13/2015 06:56:11,false,1799758963,,11/13/2015 06:50:59,false,elite,0.75,30487799,IDN,04,Jakarta,202.62.17.9,0,0.1,0,0.1,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096761,11/13/2015 09:42:51,false,1799967145,,11/13/2015 09:39:29,false,hiving,0.8333,33048733,ITA,09,Guidizzolo,77.43.46.117,1,0.3,0.1,0.15,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
